area,ciudad,conglomerado,panelm,vivienda,hogar,p01,p02,p03,p04,p05a,p05b,p06,p07,p08,p09,p10a,p10b,p11,p12a,p12b,p15,p15aa,p15ab,cod_inf,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p42a,p43,p44a,p44b,p44c,p44d,p44e,p44f,p44g,p44h,p44i,p44j,p44k,p45,p46,p47a,p47b,p48,p49,p50,p51a,p51b,p51c,p52,p53,p54,p54a,p55,p56a,p56b,p57,p58,p61b1,p63,p64a,p64b,p65,p66,p67,p68a,p68b,p69,p70a,p70b,p71a,p71b,p72a,p72b,p73a,p73b,p74a,p74b,p75,p76,p77,p78,sd01,sd021,sd022,sd023,sd024,sd025,sd026,sd027,sd028,sd029,sd0210,sd0211,sd03,ced01a,estrato,fexp,nnivins,ingrl,ingpc,condact,empleo,desempleo,secemp,grupo1,rama1,prov,dominio,pobreza,epobreza,upm,id_vivienda,id_hogar,id_persona,periodo,mes
1,170150,170150,58,6,1,2,2,29,2,10,10,1,2, ,2,9,4, ,1,30110301,6,1, ,2,1, , , ,25,1, ,4, , , , , , , , , , , , ,4799,9520,6,2, , , , , , , , , , , , ,5,3,1,1,3,2,1,25, , , , , , , , , , , ,5,320,2, ,120, , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"53,0011023161531",5,200.0,"246,666666666667",4,1, ,2,9,7,17,1,0,0,170150119703,1701501197030580612,17015011970305806112,1701501197030580610212,202512,12
2,170850,170850,40,7,1,2,2,24,2,10,10,5,2, ,3,1, ,2, , ,6,1, ,1,2,12,2, , , , , , , , , ,11, ,9, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1721,"27,3536600246766",1,0.0,120,9, , , , , ,17,6,0,0,170850901402,1708509014020400701,17085090140204007101,1708509014020400710201,202501,1
1,170150,170150,57,3,1,1,2,26,1,10,10,1,2, ,3,5,4,1, , ,1,2,50458,1,2,12,2, , , , , , , , , ,11, ,9, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"24,932795913936",3,0.0,120,9, , , , , ,17,1,0,0,170150072102,1701500721020570308,17015007210205703108,1701500721020570310108,202508,8
1,170150,170150,68,6,1,5,1,19,7,10,10,6,1,1, ,7,3, , , ,6,1, ,5,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"53,2105635310208",4,0.0,"166,666666666667",9, , , , , ,17,1,0,0,170150238304,1701502383040680610,17015023830406806110,1701502383040680610510,202510,10
1,170150,170150,55,3,1,2,2,24,2,10,10,5,2, ,11,7,3, , , ,6,3,862,1,2,12,2, , , , , , , , , ,11, ,9, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"85,1655993817112",4,0.0,75,9, , , , , ,17,1,1,0,170150356003,1701503560030550302,17015035600305503102,1701503560030550310202,202502,2
2,170454,170454,62,2,1,2,1,26,5,10,10,6,2, ,2,9,4, ,1,30910502,6,2,170150,2,1, , , ,40, ,1,4, , , , , , , , , , , , ,4620,8332,6,2, , , , , , , , , , , , ,0,8,1,1,3,1,1,40, , , , , , , , , , , ,5,400,2, ,0, , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1722,"25,3738160063984",5,400.0,350,4,1, ,1,8,7,17,6,0,0,170454024801,1704540248010620201,17045402480106202101,1704540248010620210201,202501,1
2,170165,170165,40,6,1,4,2,21,3,10,10,6,2, ,3,7,3, , , ,6,1, ,2,1, , , ,45, ,1,4, , , , , , , , , , , , ,5610,5131,2, ,3,1,2,2,2,1,2,2,2,2,2,2,3,1,1,4,1,1,1,45, , , , , , , , , , , ,5, , , , ,460,0,1,56, , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1723,"48,5751632024781",4,516.0,"330,25",1,1, ,1,5,9,17,6,0,0,170165902101,1701659021010400601,17016590210104006101,1701659021010400610401,202501,1
1,170150,170150,58,1,1,2,2,21,3,10,10,6,1,1, ,9,2, ,2, ,6,1, ,1,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"68,7211020440525",5,0.0,"135,666666666667",9, , , , , ,17,1,0,0,170150237103,1701502371030580103,17015023710305801103,1701502371030580110203,202503,3
1,170170,170170,51,6,1,2,1,20,3,1,10,6,2, ,5,7,3, , , ,6,2,110250,1,1, , , ,24,8, ,4, , , , , , , , , , , , ,4773,5223,2, ,3,2,2,2,1,2,1,2,2,2,1,1,2,1,1,10,4,1,1,40, , , , , , , , , , , ,1, , , , ,420,50,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1712,"83,3890828115889",4,470.0,"186,25",1,1, ,1,5,7,17,6,0,0,170170089901,1701700899010510603,17017008990105106103,1701700899010510610203,202503,3
1,170150,170150,64,2,1,1,2,26,1,1,10,2,1,6, ,9,1, ,2, ,6,1, ,1,1, , , ,40, ,1,4, , , , , , , , , , , , ,9499,4222,2, ,3,2,2,2,1,2,1,2,2,2,1,1,1,1,2, , , ,1,40, , , , , , , , , , , ,1, , , , ,500,50,2, , , , ,2, ,2, ,1,240,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"42,417275044785",5,550.0,395,1,1, ,1,4,19,17,1,0,0,170150350002,1701503500020640203,17015035000206402103,1701503500020640210103,202503,3
1,170150,170150,65,7,1,3,1,26,3,1,10,6,2, ,2,9,5, ,1,30610401,6,2,50250,2,1, , , ,40, ,1,4, , , , , , , , , , , , ,6492,2523,2, ,3,2,2,2,1,2,1,2,2,2,1,1,1,1,2, , , ,1,40, , , , , , , , , , , ,1, , , , ,900,80,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"29,1103206915201",5,980.0,956,1,1, ,1,2,11,17,1,0,0,170150065705,1701500657050650704,17015006570506507104,1701500657050650710304,202504,4
1,170184,170184,54,4,1,1,1,26,1,10,10,2,2, ,3,7,3, , , ,6,2,130150,1,1, , , ,40, ,1,4, , , , , , , , , , , , ,4100,9313,4, ,6,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,3,2,1,40, , , , , , , , , , , ,5, , , , ,400,0,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1713,"72,9213798737171",4,400.0,400,4,1, ,2,9,6,17,6,0,0,170184105205,1701841052050540407,17018410520505404107,1701841052050540410107,202507,7
1,170150,170150,54,4,1,4,1,18,3,10,10,6,2, ,7,7,3, , , ,6,1, ,4,2,12,2, , , , , , , , , ,11, ,11, ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"48,1908080132568",4,0.0,161,9, , , , , ,17,1,0,0,170150380905,1701503809050540404,17015038090505404104,1701503809050540410404,202504,4
1,170150,170150,55,4,1,2,2,23,3,10,10,6,2, ,3,7,3, , , ,6,1, ,1,2,12,2, , , , , , , , , ,11, ,9, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"202,822097240184",4,0.0,"51,25",9, , , , , ,17,1,1,0,170150231801,1701502318010550402,17015023180105504102,1701502318010550410202,202502,2
1,170150,170150,55,2,1,5,1,18,3,10,10,6,1,2, ,7,2, , , ,6,1, ,1,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"120,200673411597",4,0.0,"85,8333333333333",9, , , , , ,17,1,1,0,170150392303,1701503923030550211,17015039230305502111,1701503923030550210511,202511,11
1,170155,170155,56,2,1,2,1,23,3,10,10,6,1,3, ,9,2, ,2, ,6,1, ,2,1, , , ,32,8, ,4, , , , , , , , , , , , ,7500,5164,2, ,2,1,2,2,2,1,2,2,2,2,2,2,3,1,1,3,2,1,1,40, , , , , , , , , , , ,5, , , , ,470,0,1,50, , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1711,"10,2933145737307",5,520.0,270,1,1, ,1,5,13,17,6,0,0,170155019103,1701550191030560205,17015501910305602105,1701550191030560210205,202505,5
1,170150,170150,64,5,1,2,2,19,3,10,10,6,1,5, ,9,1, ,2, ,6,1, ,2,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"19,952220295777",5,0.0,535,9, , , , , ,17,1,0,0,170150314303,1701503143030640503,17015031430306405103,1701503143030640510203,202503,3
1,170150,170150,67,4,1,3,2,24,5,10,10,6,2, ,15,7,3, , , ,6,1, ,3,2,12,2, , , , , , , , , ,11, ,9, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,1,100,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"183,373084748558",4,0.0,"112,5",9, , , , , ,17,1,0,0,170150090601,1701500906010670409,17015009060106704109,1701500906010670410309,202509,9
1,170150,170150,64,3,1,3,1,24,3,1,10,6,1,5, ,9,2, ,2, ,6,1, ,2,1, , , ,20,7, ,4, , , , , , , , , , , , ,8291,4222,2, ,3,2,2,2,1,2,1,2,2,2,1,1,3,1,1,50,1,1,1,20, , , , , , , , , , , ,1, , , , ,230,20,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"15,8221468120552",5,250.0,"439,333333333333",4,1, ,1,4,14,17,1,0,0,170150269303,1701502693030640303,17015026930306403103,1701502693030640310303,202503,3
1,170150,170150,57,1,1,1,2,28,1,1,10,6,2, ,5,7,3, , , ,6,1, ,1,1, , , ,60, ,1,4, , , , , , , , , , , , ,5610,5120,2, ,2,2,2,1,1,1,1,2,2,2,1,1,5,1,2, , , ,1,60, , , , , , , , , , , ,1, , , , ,470,45,1,25, , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"59,8963721556232",4,540.0,540,1,1, ,1,5,9,17,1,0,0,170150227403,1701502274030570105,17015022740305701105,1701502274030570110105,202505,5
1,170175,170175,66,4,1,2,2,23,2,10,10,5,2, ,11,5,8,1, , ,1,2,100350,2,2,12,2, , , , , , , , , ,11, ,8, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1711,"217,168601499873",3,0.0,"136,25",9, , , , , ,17,6,0,0,170175097901,1701750979010660405,17017509790106604105,1701750979010660410205,202505,5
1,170150,170150,70,3,1,3,1,19,3,10,10,6,1,1, ,7,3, , , ,6,1, ,2,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,3,2512,"17,9074333965316",4,0.0,"117,5",9, , , , , ,17,1,0,0,170150355906,1701503559060700309,17015035590607003109,1701503559060700310309,202509,9
1,170150,170150,57,3,1,2,1,26,3,1,10,6,2, ,5,7,3, , , ,6,1, ,2,1, , , ,40, ,1,4, , , , , , , , , , , , ,2813,8122,2, ,2,1,2,2,1,1,1,2,2,1,1,1,2,1,2, , , ,1,40, , , , , , , , , , , ,1, , , , ,550,45,1,90, , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"20,6200960801741",4,685.0,"617,5",1,1, ,1,8,3,17,1,0,0,170150249301,1701502493010570308,17015024930105703108,1701502493010570310208,202508,8
1,170450,170450,72,5,1,5,2,21,7,10,10,6,1,2, ,9,3, ,2, ,6,1, ,2,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1711,"120,402979660776",5,0.0,"314,8",9, , , , , ,17,6,0,0,170450026602,1704500266020720511,17045002660207205111,1704500266020720510511,202511,11
1,170150,170150,71,4,1,2,1,22,3,10,10,6,2, ,5,5,8,1, , ,6,2,50350,1,1, , , ,40, ,1,4, , , , , , , , , , , , ,4520,7231,2, ,3,2,2,2,2,2,2,2,2,2,2,2,0,1,1,4,2,2,1,40, , , , , , , , , , , ,5, , , , ,450,0,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"87,0051176421939",3,450.0,"545,5",4,1, ,2,7,7,17,1,0,0,170150384901,1701503849010710410,17015038490107104110,1701503849010710410210,202510,10
1,170150,170150,52,3,1,5,1,29,3,2,10,6,2, ,2,8,3, ,1,20210210,6,1, ,2,1, , , ,20,1, ,4, , , , , , , , , , , , ,7410,3118,6,2, , , , , , , , , , , , ,5,9,1,1,2,1,1,20, , , , , , , , , , , ,2,600,2, ,0, , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"31,7048236003634",5,600.0,942,1,1, ,1,3,13,17,1,0,0,170150216403,1701502164030520310,17015021640305203110,1701502164030520310510,202510,10
2,170452,170452,63,3,1,2,2,27,2,1,10,5,2, ,5,7,3, , , ,6,2,170178,2,1, , , ,48, ,1,4, , , , , , , , , , , , ,119,6113,2, ,2,1,2,1,1,1,1,2,2,2,1,1,0,11,2, , , ,1,48, , , , , , , , , , , ,1, , , , ,480,45,1,105, , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1721,"39,1910149261232",4,630.0,"446,666666666667",1,1, ,1,6,1,17,6,0,0,170452900202,1704529002020630305,17045290020206303105,1704529002020630310205,202505,5
1,170163,170163,62,6,1,2,1,19,3,1,10,6,2, ,3,7,3, , , ,6,2,170250,1,1, , , ,44, ,1,4, , , , , , , , , , , , ,6910,3342,2, ,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,20,1,1,1,44, , , , , , , , , , , ,1, , , , ,425,45,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1711,"44,0400557382156",4,470.0,"241,666666666667",1,1, ,1,3,13,17,6,0,0,170163081601,1701630816010620604,17016308160106206104,1701630816010620610204,202504,4
1,170150,170150,56,7,1,3,1,22,3,1,10,6,2, ,5,9,1, ,2, ,6,2,80150,2,1, , , ,40, ,1,4, , , , , , , , , , , , ,5610,5230,2, ,2,1,2,2,1,1,1,2,2,2,1,1,4,1,2, , , ,1,40, , , , , , , , , , , ,1, , , , ,470,45,1,60, , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"34,4813252086054",5,575.0,385,1,1, ,1,5,9,17,1,0,0,170150344201,1701503442010560702,17015034420105607102,1701503442010560710302,202502,2
2,170175,170175,64,2,1,3,1,18,3,10,10,6,1,2, ,7,1, , , ,6,2,170185,1,2,8, , ,10,7, ,4, , , , , , , , , , , , ,150,9213,7, , , , , , , , , , , , , ,10,10,1,3,3,2,1,10, , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,1,4,2, ,2, ,2, , , , , , , , , , , , , , ,1,1722,"55,9489605735901",4,0.0,"168,6",5,1, ,2,9,1,17,6,0,0,170175900801,1701759008010640203,17017590080106402103,1701759008010640210303,202503,3
1,170150,170150,74,7,1,3,2,20,3,10,10,6,1,1, ,9,1, ,2, ,6,1, ,1,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"93,0009184160227",5,0.0,125,9, , , , , ,17,1,0,0,170150329402,1701503294020740710,17015032940207407110,1701503294020740710310,202510,10
1,170150,170150,72,5,1,2,1,20,3,10,10,6,1,6, ,7,1, , , ,2,2,80150,1,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"15,8741501339826",4,0.0,375,9, , , , , ,17,1,0,0,170150251101,1701502511010720508,17015025110107205108,1701502511010720510208,202508,8
1,170150,170150,71,5,1,3,2,23,3,10,10,6,2, ,5,8,2, ,2, ,6,1, ,2,1, , , ,8,1, ,3,1,40,1,1, , , , , , , , ,1071,5223,2, ,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,2,3,1,1,8, , , , , , , , , , , ,5, , , , ,80,0,1,10, , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"105,457655763435",5,90.0,"161,666666666667",2,1, ,1,5,3,17,1,0,0,170150219803,1701502198030710510,17015021980307105110,1701502198030710510310,202510,10
1,170150,170150,63,6,1,1,2,24,1,10,10,6,1,5, ,9,1, ,2, ,6,2,60150,1,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,1,100,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"13,5613854714422",5,0.0,100,9, , , , , ,17,1,0,0,170150247705,1701502477050630605,17015024770506306105,1701502477050630610105,202505,5
1,170150,170150,65,6,1,2,2,22,3,10,10,6,1,2, ,9,3, ,2, ,6,1, ,1,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"33,9091356028778",5,0.0,265,9, , , , , ,17,1,0,0,170150222501,1701502225010650604,17015022250106506104,1701502225010650610204,202504,4
2,170252,170252,73,2,1,3,1,20,5,10,10,6,2, ,5,7,3, , , ,1,1, ,2,1, , , ,40, ,1,4, , , , , , , , , , , , ,119,6113,4, ,6,1,2,2,2,2,2,2,2,2,2,2,1,11,1,3,2,1,1,40, , , , , , , , , , , ,5, , , , ,450,0,1,60, , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1721,"30,2511442200732",4,510.0,"308,333333333333",1,1, ,1,6,1,17,6,0,0,170252902202,1702529022020730212,17025290220207302112,1702529022020730210312,202512,12
2,170184,170184,71,7,1,3,2,23,3,10,10,6,2, ,2,9,4, ,1,30210105,6,2,130250,1,2,12,2, , , , , , , , , ,8,52, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2,2,1,1,1,2,2,2,2,2,2,2,8,1,1723,"34,4385696349602",5,0.0,170,7, ,1, , , ,17,6,0,0,170184902901,1701849029010710710,17018490290107107110,1701849029010710710310,202510,10
1,170150,170150,57,5,1,3,1,19,3,10,10,6,1,1, ,7,3, , , ,6,1, ,3,2,12,2, , , , , , , , , ,11, ,8, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"157,28911564363",4,0.0,"62,5",9, , , , , ,17,1,1,0,170150012201,1701500122010570508,17015001220105705108,1701500122010570510308,202508,8
1,170150,170150,70,3,1,3,1,19,5,10,10,6,2, ,3,7,3, , , ,6,1, ,2,2,12,2, , , , , , , , , ,11, ,8, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"23,4756990666515",4,0.0,"293,333333333333",9, , , , , ,17,1,0,0,170150131301,1701501313010700312,17015013130107003112,1701501313010700310312,202512,12
1,170150,170150,70,6,1,4,2,22,3,10,10,6,1,2, ,9,3, ,2, ,6,2,180150,2,1, , , ,40, ,1,4, , , , , , , , , , , , ,4752,5223,2, ,3,1,2,2,2,2,2,2,2,2,2,2,2,1,1,3,2,1,1,40, , , , , , , , , , , ,5, , , , ,250,0,1,60, , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"99,2836053141611",5,310.0,156,4,1, ,1,5,7,17,1,0,0,170150397202,1701503972020700609,17015039720207006109,1701503972020700610409,202509,9
1,170150,170150,55,6,1,3,2,25,3,10,10,6,1,1, ,8,2, ,2, ,2,1, ,2,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"117,96518163141",5,0.0,"202,5",9, , , , , ,17,1,0,0,170150392303,1701503923030550602,17015039230305506102,1701503923030550610302,202502,2
1,170150,170150,64,6,1,1,2,21,1,10,10,5,2, ,11,7,1, , , ,6,3,862,1,2,12,2, , , , , , , , , ,2,8, , , ,1,3,8,1071,5223,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2,2,2,1,1,2,2,2,2,2,2,2,3,2,2513,"31,1717036962832",4,0.0,85,7, ,1, , , ,17,1,1,0,170150116104,1701501161040640606,17015011610406406106,1701501161040640610106,202506,6
1,170150,170150,71,5,1,4,1,20,3,1,10,6,2, ,5,7,3, , , ,6,1, ,2,1, , , ,50, ,1,4, , , , , , , , , , , , ,4530,7412,2, ,3,1,2,2,1,2,1,2,2,2,1,1,1,1,1,4,1,1,1,50, , , , , , , , , , , ,1, , , , ,425,45,1,50, , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"105,457655763435",4,520.0,"161,666666666667",1,1, ,1,7,7,17,1,0,0,170150219803,1701502198030710510,17015021980307105110,1701502198030710510410,202510,10
1,170150,170150,53,5,1,6,1,27,5,1,10,6,2, ,5,7,3, , , ,6,1, ,2,1, , , ,40, ,1,4, , , , , , , , , , , , ,5610,5120,2, ,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2, , , ,1,40, , , , , , , , , , , ,1, , , , ,450,47,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"10,204896154391",4,497.0,"265,285714285714",1,1, ,1,5,9,17,1,0,0,170150142305,1701501423050530504,17015014230505305104,1701501423050530510604,202504,4
1,170150,170150,65,3,1,1,1,26,1,1,10,6,2, ,5,7,3, , , ,6,1, ,1,1, , , ,40, ,1,4, , , , , , , , , , , , ,4100,7112,2, ,3,2,2,2,1,2,1,2,2,2,1,1,4,2,1,50,1,1,1,40, , , , , , , , , , , ,1, , , , ,425,45,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"20,4538696281528",4,470.0,235,1,1, ,1,7,6,17,1,0,0,170150089601,1701500896010650307,17015008960106503107,1701500896010650310107,202507,7
1,170150,170150,74,9,1,1,2,26,1,10,10,6,2, ,2,9,4, ,1,30910301,6,1, ,1,2,12,2, , , , , , , , , ,2,4, , , ,1,5,4,9700,5322,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,1,230,2, ,2, ,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2511,"59,3259504548398",5,0.0,230,7, ,1, , , ,17,1,0,0,170150094002,1701500940020740910,17015009400207409110,1701500940020740910110,202510,10
1,170150,170150,68,7,1,1,1,27,1,10,10,6,1,3, ,7,2, , , ,6,1, ,1,1, , , ,40, ,1,4, , , , , , , , , , , , ,8130,6113,6,2, , , , , , , , , , , , ,6,8,1,1,3,2,1,40, , , , , , , , , , , ,5,600,2, ,50, , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"23,6090306541171",4,550.0,310,1,1, ,2,6,14,17,1,0,0,170150294402,1701502944020680707,17015029440206807107,1701502944020680710107,202507,7
1,170150,170150,53,6,1,3,2,23,3,10,10,6,2, ,11,7,3, , , ,6,1, ,2,2,12,2, , , , , , , , , ,9,10, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,1,120,2, ,2, ,2, ,2, ,2,2,1,1,1,2,2,2,2,2,2,2,8,1,2513,"69,6032555684559",4,0.0,65,7, ,1, , , ,17,1,1,0,170150071902,1701500719020530604,17015007190205306104,1701500719020530610304,202504,4
1,170150,170150,75,6,1,4,2,23,3,10,10,6,2, ,3,7,3, , , ,1,1, ,1,1, , , ,20,1, ,4, , , , , , , , , , , , ,4721,5223,2, ,3,2,2,2,2,2,2,2,2,2,2,2,5,1,1,2,3,2,1,20, , , , , , , , , , , ,5, , , , ,200,0,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"80,3399569402152",4,200.0,150,4,1, ,2,5,7,17,1,0,0,170150248304,1701502483040750611,17015024830407506111,1701502483040750610411,202511,11
1,170150,170150,72,7,1,3,1,21,3,10,10,6,2, ,3,7,3, , , ,6,1, ,2,2,12,2, , , , , , , , , ,2,24, , , ,1,5,24,4100,9313,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2513,"29,180041000738",4,0.0,230,7, ,1, , , ,17,1,0,0,170150090803,1701500908030720708,17015009080307207108,1701500908030720710308,202508,8
1,170150,170150,64,3,1,4,2,23,5,10,10,6,2, ,2,8,3, ,1,20410402,6,1, ,1,2,12,2, , , , , , , , , ,8,12, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2,1,1,1,1,2,2,2,2,2,2,2,8,1,2511,"11,9557840697605",5,0.0,"230,75",7, ,1, , , ,17,1,0,0,170150136101,1701501361010640306,17015013610106403106,1701501361010640310406,202506,6
