area,ciudad,conglomerado,panelm,vivienda,hogar,p01,p02,p03,p04,p05a,p05b,p06,p07,p08,p09,p10a,p10b,p11,p12a,p12b,p15,p15aa,p15ab,cod_inf,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p42a,p43,p44a,p44b,p44c,p44d,p44e,p44f,p44g,p44h,p44i,p44j,p44k,p45,p46,p47a,p47b,p48,p49,p50,p51a,p51b,p51c,p52,p53,p54,p54a,p55,p56a,p56b,p57,p58,p61b1,p63,p64a,p64b,p65,p66,p67,p68a,p68b,p69,p70a,p70b,p71a,p71b,p72a,p72b,p73a,p73b,p74a,p74b,p75,p76,p77,p78,sd01,sd021,sd022,sd023,sd024,sd025,sd026,sd027,sd028,sd029,sd0210,sd0211,sd03,ced01a,estrato,fexp,nnivins,ingrl,ingpc,condact,empleo,desempleo,secemp,grupo1,rama1,prov,dominio,pobreza,epobreza,upm,id_vivienda,id_hogar,id_persona,periodo,mes
1,170150,170150,63,5,1,2,2,23,3,5,10,6,1,5, ,9,3, ,2, ,6,1, ,1,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,1,200,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"14,1182582282864",5,0.0,1520,9, , , , , ,17,1,0,0,170150076903,1701500769030630502,17015007690306305102,1701500769030630510202,202502,2
2,170950,170950,52,8,1,3,2,19,3,10,10,6,2, ,3,7,3, , , ,6,1, ,2,2,12,2, , , , , , , , , ,11, ,9, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1721,"57,3131901576433",4,0.0,"127,5",9, , , , , ,17,6,0,0,170950903601,1709509036010520810,17095090360105208110,1709509036010520810310,202510,10
1,170155,170155,52,8,1,4,1,26,4,1,10,5,2, ,5,9,1, ,2, ,6,2,170250,1,1, , , ,40, ,1,4, , , , , , , , , , , , ,4741,4321,2, ,2,2,2,2,1,2,1,2,2,2,1,1,2,1,1,30,1,1,1,40, , , , , , , , , , , ,1, , , , ,426,44,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1713,"27,1170644044403",5,470.0,"244,5",1,1, ,1,4,7,17,6,0,0,170155016801,1701550168010520810,17015501680105208110,1701550168010520810410,202510,10
1,170150,170150,53,1,1,4,1,24,3,10,10,6,1,1, ,9,1, ,2, ,6,1, ,4,1, , , ,20,7, ,4, , , , , , , , , , , , ,4321,7421,6,2, , , , , , , , , , , , ,3,8,1,1,3,2,1,20, , , , , , , , , , , ,5,150,2, ,20, , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"45,9548151002935",5,130.0,"107,5",4,1, ,2,7,6,17,1,0,0,170150336602,1701503366020530104,17015033660205301104,1701503366020530110404,202504,4
1,170150,170150,69,8,1,2,2,20,7,10,10,6,1,1, ,7,3, , , ,6,2,230150,2,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,1,220,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"28,1557972055557",4,0.0,210,9, , , , , ,17,1,0,0,170150217104,1701502171040690811,17015021710406908111,1701502171040690810211,202511,11
2,170156,170156,76,2,1,3,2,19,3,10,10,6,1,1, ,9,1, ,2, ,6,1, ,2,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1722,"94,0536140662737",5,0.0,"133,75",9, , , , , ,17,6,0,0,170156901301,1701569013010760212,17015690130107602112,1701569013010760210312,202512,12
1,170177,170177,69,3,1,3,2,20,3,10,10,3,1,1, ,9,2, ,2, ,6,1, ,1,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1712,"14,5390247493967",5,0.0,200,9, , , , , ,17,6,0,0,170177100002,1701771000020690308,17017710000206903108,1701771000020690310308,202508,8
1,170150,170150,67,5,1,2,2,23,3,10,10,6,2, ,5,7,3, , , ,6,1, ,1,1, , , ,40, ,1,4, , , , , , , , , , , , ,4761,3339,2, ,3,1,2,2,2,2,2,2,2,2,2,2,1,1,1,30,1,1,1,40, , , , , , , , , , , ,5, , , , ,470,0,1,70, , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"46,9543968807685",4,540.0,740,1,1, ,1,3,7,17,1,0,0,170150304402,1701503044020670506,17015030440206705106,1701503044020670510206,202506,6
1,170150,170150,55,4,1,3,2,21,3,10,10,6,2, ,3,7,3, , , ,6,1, ,1,1, , , ,20,1, ,4, , , , , , , , , , , , ,4781,5211,7, , , , , , , , , , , , , ,8,9,1,2,3,2,1,20, , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"51,9677965263019",4,0.0,"90,8333333333333",5,1, ,2,5,7,17,1,0,0,170150364403,1701503644030550402,17015036440305504102,1701503644030550410302,202502,2
1,170150,170150,51,5,1,3,2,23,3,10,10,6,1,2, ,9,3, ,2, ,6,1, ,2,2,12,2, , , , , , , , , ,11, ,8, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"32,5848399431734",5,0.0,"62,5",9, , , , , ,17,1,1,0,170150001601,1701500016010510503,17015000160105105103,1701500016010510510303,202503,3
1,170352,170352,68,2,1,4,1,27,3,10,10,6,2, ,11,7,3, , , ,6,1, ,1,1, , , ,30,6, ,4, , , , , , , , , , , , ,5610,9412,2, ,3,1,2,2,2,2,2,2,2,2,2,2,5,1,1,6,1,1,1,40, , , , , , , , , , , ,5, , , , ,470,0,1,150, , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1711,"142,101417050788",4,620.0,"1092,5",1,1, ,1,9,9,17,6,0,0,170352020403,1703520204030680210,17035202040306802110,1703520204030680210410,202510,10
1,170150,170150,51,3,1,4,2,26,3,1,10,5,2, ,5,7,3, , , ,6,1, ,6,1, , , ,20,1, ,4, , , , , , , , , , , , ,8121,9112,2, ,2,2,2,2,1,1,1,2,2,1,1,1,4,1,2, , , ,1,20, , , , , , , , , , , ,1, , , , ,240,20,1,10, , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"32,5848399431734",4,270.0,"202,625",4,1, ,1,9,14,17,1,0,0,170150001601,1701500016010510303,17015000160105103103,1701500016010510310403,202503,3
1,170150,170150,69,6,1,2,1,29,3,1,10,6,1,6, ,8,2, ,2, ,6,1, ,1,1, , , ,48, ,1,4, , , , , , , , , , , , ,1080,3116,2, ,2,1,2,2,1,1,1,2,2,2,1,1,4,1,2, , , ,1,48, , , , , , , , , , , ,1, , , , ,725,75,1,82, , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"42,2386302202932",5,882.0,"1083,5",1,1, ,1,3,3,17,1,0,0,170150184002,1701501840020690608,17015018400206906108,1701501840020690610208,202508,8
1,170150,170150,71,6,1,2,2,28,2,10,10,5,2, ,12,7,3, , , ,6,2,20150,1,1, , , ,40, ,1,4, , , , , , , , , , , , ,4719,5223,2, ,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,3,1,1,1,40, , , , , , , , , , , ,5, , , , ,500,0,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"80,2270024523008",4,500.0,375,1,1, ,1,5,7,17,1,0,0,170150354402,1701503544020710610,17015035440207106110,1701503544020710610210,202510,10
1,170150,170150,63,9,1,3,2,21,5,10,10,6,1,5, ,9,1, ,2, ,6,1, ,2,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"37,7607843370075",5,0.0,"666,666666666667",9, , , , , ,17,1,0,0,170150041402,1701500414020630902,17015004140206309102,1701500414020630910302,202502,2
2,170355,170355,47,6,1,4,1,21,3,10,10,6,2, ,5,7,3, , , ,6,2,230150,2,1, , , ,48, ,1,4, , , , , , , , , , , , ,4520,9122,7, , , , , , , , , , , , , ,4,6,1,4,3,2,1,48, , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1721,"58,3433442342217",4,0.0,"151,25",5,1, ,2,9,7,17,6,0,0,170355900201,1703559002010470602,17035590020104706102,1703559002010470610402,202502,2
1,170150,170150,64,2,1,2,2,25,3,1,5,6,2, ,2,9,4, ,1,30410302,6,2,60150,1,1, , , ,55, ,1,4, , , , , , , , , , , , ,5610,3339,2, ,2,1,2,2,1,2,1,1,2,1,1,1,5,1,2, , , ,2,40,15,0,8530,3339,2, ,1,2, , , ,1, , , , ,950,110,1,80,500,2, ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"27,1428573931721",5,1640.0,1035,1,1, ,1,3,9,17,1,0,0,170150313401,1701503134010640203,17015031340106402103,1701503134010640210203,202503,3
1,170150,170150,59,1,1,5,2,20,3,10,10,6,1,2, ,7,3, , , ,6,1, ,2,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"37,6233505075183",4,0.0,"175,285714285714",9, , , , , ,17,1,0,0,170150303401,1701503034010590106,17015030340105901106,1701503034010590110506,202506,6
2,170550,170550,64,9,1,3,1,21,3,10,10,6,2, ,3,7,2, , , ,6,1, ,1,2,12,2, , , , , , , , , ,6,52, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2,2,2,1,1,2,2,2,2,2,2,2,8,1,1723,"65,0483955920386",4,0.0,"201,142857142857",7, ,1, , , ,17,6,0,0,170550900903,1705509009030640903,17055090090306409103,1705509009030640910303,202503,3
1,170150,170150,72,8,1,4,1,21,3,10,10,6,1,1, ,9,1, ,2, ,6,1, ,4,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"11,6040743476263",5,0.0,344,9, , , , , ,17,1,0,0,170150245104,1701502451040720808,17015024510407208108,1701502451040720810408,202508,8
1,170150,170150,63,8,1,3,2,25,3,10,10,6,2, ,5,7,3, , , ,7,3,192,1,1, , , ,48, ,1,4, , , , , , , , , , , , ,8620,3344,2, ,3,2,2,2,2,2,2,2,2,2,2,2,0,1,1,5,2,1,1,48, , , , , , , , , , , ,5, , , , ,470,0,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"37,7607843370075",4,470.0,"567,5",1,1, ,1,3,17,17,1,0,0,170150041402,1701500414020630802,17015004140206308102,1701500414020630810302,202502,2
1,170150,170150,60,2,1,3,1,19,3,10,10,6,1,1, ,7,3, , , ,6,1, ,1,2,6, , ,16,7, ,4, , , , , , , , , , , , ,9603,9112,2, ,3,1,2,2,2,1,2,2,2,2,2,2,2,1,1,23,1,1,1,16, , , , , , , , , , , ,5, , , , ,70,0,1,32, , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"9,96495993750495",4,102.0,1018,4,1, ,1,9,19,17,1,0,0,170150196502,1701501965020600206,17015019650206002106,1701501965020600210306,202506,6
2,170252,170252,62,7,1,2,2,23,3,10,10,5,2, ,3,7,3, , , ,1,1, ,1,2,12,2, , , , , , , , , ,11, ,9, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,1,85,2, , , , , , , , , , , , , , ,1,1721,"125,875434264287",4,0.0,170,9, , , , , ,17,6,0,0,170252900201,1702529002010620704,17025290020106207104,1702529002010620710204,202504,4
2,170850,170850,67,7,1,2,2,23,2,10,10,5,2, ,3,5,10,1, , ,6,2,130350,2,2,12,2, , , , , , , , , ,11, ,9, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,1,90,2, , , , , , , , , , , , , , ,1,1721,"109,250449220384",3,0.0,"76,6666666666667",9, , , , , ,17,6,1,0,170850901102,1708509011020670706,17085090110206707106,1708509011020670710206,202506,6
2,170252,170252,62,7,1,2,2,23,3,10,10,5,2, ,3,7,2, , , ,1,1, ,2,2,12,2, , , , , , , , , ,1,48, , , ,1,5,48,119,6113,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1721,"91,5001705087505",4,0.0,"188,75",7, ,1, , , ,17,6,0,0,170252900201,1702529002010620701,17025290020106207101,1702529002010620710201,202501,1
1,170550,170550,57,5,1,4,2,23,3,1,10,6,2, ,2,9,4, ,1,30410603,6,2,60250,2,1, , , ,60, ,1,4, , , , , , , , , , , , ,5229,3331,2, ,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2, , , ,2,40,20,0,5610,5120,6,2,6,1,2,2,1,1, , , , ,700,65,2, ,200,2, ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1712,"33,2456198402198",5,965.0,"768,75",1,1, ,1,3,8,17,6,0,0,170550040701,1705500407010570508,17055004070105705108,1705500407010570510408,202508,8
1,170150,170150,73,10,1,4,2,18,3,10,10,6,1,1, ,7,2, , , ,6,1, ,4,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"41,7455513920836",4,0.0,"512,5",9, , , , , ,17,1,0,0,170150131902,1701501319020731009,17015013190207310109,1701501319020731010409,202509,9
1,170151,170151,65,4,1,5,2,28,7,1,5,6,2, ,2,10,1, ,1,50330108,6,2,170150,5,1, , , ,40, ,1,4, , , , , , , , , , , , ,8411,2611,1, ,3,2,2,2,1,2,1,2,2,2,1,1,4,1,2, , , ,1,40, , , , , , , , , , , ,1, , , , ,1000,150,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1712,"22,6522625881374",5,1150.0,"855,2",1,1, ,1,2,15,17,6,0,0,170151004003,1701510040030650404,17015100400306504104,1701510040030650410504,202504,4
1,170150,170150,54,3,1,4,2,21,3,6,10,6,1,2, ,9,3, ,2, ,6,1, ,2,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"20,4688353989058",5,0.0,"499,75",9, , , , , ,17,1,0,0,170150110201,1701501102010540304,17015011020105403104,1701501102010540310404,202504,4
1,170150,170150,71,5,1,1,2,28,1,10,10,5,2, ,11,7,1, , , ,6,2,50150,1,1, , , ,40, ,1,4, , , , , , , , , , , , ,9700,9111,10, ,2,2,2,2,2,2,2,2,2,2,2,2,10,8,1,1, , ,1,40, , , , , , , , , , , ,5, , , , ,470,0,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"94,1747802249688",4,470.0,"313,333333333333",1,1, ,3,9,20,17,1,0,0,170150146304,1701501463040710510,17015014630407105110,1701501463040710510110,202510,10
2,170184,170184,66,5,1,3,2,24,3,1,10,6,2, ,17,9,2, ,2, ,6,1, ,1,1, , , ,20,1, ,4, , , , , , , , , , , , ,4771,5223,2, ,3,2,2,2,1,2,1,2,2,2,1,1,3,1,1,6,2,1,1,20, , , , , , , , , , , ,1, , , , ,290,25,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1723,"127,877744116921",5,315.0,"382,666666666667",4,1, ,1,5,7,17,6,0,0,170184908504,1701849085040660505,17018490850406605105,1701849085040660510305,202505,5
1,170150,170150,73,2,1,4,1,28,3,10,10,6,2, ,3,7,3, , , ,6,2,80450,4,2,12,2, , , , , , , , , ,2,8, , , ,1,5,8,4520,7231,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, ,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2513,"773,78792118938",4,0.0,"242,5",7, ,1, , , ,17,1,0,0,170150035603,1701500356030730209,17015003560307302109,1701500356030730210409,202509,9
1,170150,170150,65,5,1,2,2,29,2,10,10,1,1,3, ,9,4, ,2, ,1,2,180150,2,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"121,029037588919",5,0.0,119,9, , , , , ,17,1,0,0,170150334002,1701503340020650507,17015033400206505107,1701503340020650510207,202507,7
1,170150,170150,51,5,1,2,2,24,2,10,10,5,2, ,3,7,2, , , ,6,1, ,1,1, , , ,20,1, ,4, , , , , , , , , , , , ,9700,9111,10, ,3,2,2,2,2,2,2,2,2,2,2,2,2,8,1,1, , ,1,20, , , , , , , , , , , ,5, , , , ,0,0,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"48,9961513268109",4,0.0,130,4,1, ,3,9,20,17,1,0,0,170150128811,1701501288110510503,17015012881105105103,1701501288110510510203,202503,3
1,170150,170150,70,6,1,2,2,21,5,10,10,6,1,5, ,7,3, , , ,6,1, ,1,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"136,84269203802",4,0.0,"133,333333333333",9, , , , , ,17,1,0,0,170150277801,1701502778010700612,17015027780107006112,1701502778010700610212,202512,12
1,170150,170150,62,6,1,3,1,20,3,10,10,6,2, ,3,7,3, , , ,6,1, ,1,2,12,2, , , , , , , , , ,11, ,8, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"72,2986166276261",4,0.0,"1,5",9, , , , , ,17,1,1,1,170150074703,1701500747030620604,17015007470306206104,1701500747030620610304,202504,4
1,170353,170353,73,7,1,3,1,24,3,10,10,6,2, ,11,7,3, , , ,6,1, ,3,1, , , ,40, ,1,4, , , , , , , , , , , , ,4520,7231,2, ,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,7,1,1,1,40, , , , , , , , , , , ,5, , , , ,400,0,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1711,"50,7041637434849",4,400.0,"317,5",4,1, ,1,7,7,17,6,0,0,170353019901,1703530199010730712,17035301990107307112,1703530199010730710312,202512,12
2,170850,170850,40,2,1,4,2,19,3,3,10,6,1,6, ,7,3, , , ,6,1, ,1,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1721,"27,3536600246766",4,0.0,"116,8",9, , , , , ,17,6,0,0,170850901402,1708509014020400201,17085090140204002101,1708509014020400210401,202501,1
1,170150,170150,53,5,1,2,1,23,3,10,10,6,2, ,3,9,3, ,2, ,6,1, ,1,1, , , ,65, ,1,4, , , , , , , , , , , , ,4711,4321,2, ,3,2,2,2,2,2,2,2,2,2,2,2,5,1,1,10,1,1,1,65, , , , , , , , , , , ,5, , , , ,370,0,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2512,"77,0594088678499",5,370.0,"236,666666666667",4,1, ,1,4,7,17,1,0,0,170150048903,1701500489030530501,17015004890305305101,1701500489030530510201,202501,1
1,170156,170156,59,7,1,1,2,29,1,1,10,6,2, ,3,5,7,1, , ,6,3,170,6,1, , , ,50, ,1,4, , , , , , , , , , , , ,4771,5223,2, ,2,2,2,2,1,2,1,2,2,2,1,1,10,1,1,5,3,1,1,50, , , , , , , , , , , ,1, , , , ,460,45,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1712,"75,7032144238457",3,505.0,"247,4",1,1, ,1,5,7,17,6,0,0,170156051901,1701560519010590706,17015605190105907106,1701560519010590710106,202506,6
1,170150,170150,73,3,1,3,2,28,3,10,10,6,1,1, ,9,3, ,2, ,6,1, ,2,1, , , ,30,7, ,4, , , , , , , , , , , , ,9000,3332,6,2, , , , , , , , , , , , ,5,8,1,1,2,1,1,30, , , , , , , , , , , ,5,300,2, ,50, , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"157,000738506677",5,250.0,"128,333333333333",4,1, ,1,3,18,17,1,0,0,170150263301,1701502633010730309,17015026330107303109,1701502633010730310309,202509,9
1,170150,170150,47,6,1,5,2,18,5,10,10,6,2, ,13,7,3, , , ,6,1, ,2,2,12,2, , , , , , , , , ,11, ,8, ,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"64,1384857120844",4,0.0,"337,142857142857",9, , , , , ,17,1,0,0,170150002604,1701500026040470602,17015000260404706102,1701500026040470610502,202502,2
1,170150,170150,73,9,1,2,1,23,3,1,10,6,1,6, ,8,1, ,2, ,6,1, ,3,1, , , ,40, ,1,4, , , , , , , , , , , , ,9511,7422,2, ,3,2,2,2,1,2,1,2,2,2,1,1,4,1,1,20,1,1,1,40, , , , , , , , , , , ,1, , , , ,430,40,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"123,645399174473",5,470.0,190,1,1, ,1,7,19,17,1,0,0,170150351003,1701503510030730909,17015035100307309109,1701503510030730910209,202509,9
1,170150,170150,73,4,1,4,1,25,5,10,10,6,1,2, ,9,2, ,2, ,6,1, ,2,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"28,1214948884059",5,0.0,"923,75",9, , , , , ,17,1,0,0,170150294802,1701502948020730412,17015029480207304112,1701502948020730410412,202512,12
1,170150,170150,73,6,1,2,2,23,3,10,10,6,1,1, ,9,2, ,2, ,6,1, ,1,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"28,1214948884059",5,0.0,"133,333333333333",9, , , , , ,17,1,0,0,170150294802,1701502948020730612,17015029480207306112,1701502948020730610212,202512,12
1,170150,170150,54,6,1,2,1,26,3,10,10,6,1,5, ,9,4, ,2, ,6,1, ,1,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"11,032209723499",5,0.0,200,9, , , , , ,17,1,0,0,170150213702,1701502137020540604,17015021370205406104,1701502137020540610204,202504,4
1,170156,170156,59,2,1,2,2,27,2,10,10,5,2, ,3,7,3, , , ,6,2,170150,2,2,12,2, , , , , , , , , ,11, ,9, ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1712,"75,7032144238457",4,0.0,158,9, , , , , ,17,6,0,0,170156051901,1701560519010590206,17015605190105902106,1701560519010590210206,202506,6
1,170150,170150,67,7,1,4,2,24,3,2,10,6,2, ,2,10,2, ,1,50310401,6,1, ,1,1, , , ,70, ,1,4, , , , , , , , , , , , ,8690,2634,6,2, , , , , , , , , , , , ,4,8,1,1,2,1,1,70, , , , , , , , , , , ,2,1500,2, ,0, , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2511,"96,9049496694532",5,1500.0,1610,1,1, ,1,2,17,17,1,0,0,170150164202,1701501642020670709,17015016420206707109,1701501642020670710409,202509,9
2,170154,170154,55,2,1,3,1,26,3,10,10,6,1,1, ,9,4, ,2, ,6,1, ,3,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,1721,"26,6885918011606",5,0.0,125,9, , , , , ,17,6,0,0,170154900303,1701549003030550211,17015490030305502111,1701549003030550210311,202511,11
1,170150,170150,65,3,1,2,2,25,2,10,10,5,1,6, ,9,2, ,2, ,6,1, ,1,2,12,2, , , , , , , , , ,11, ,9, ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"19,3872893492263",5,0.0,"262,25",9, , , , , ,17,1,0,0,170150121005,1701501210050650304,17015012100506503104,1701501210050650310204,202504,4
1,170150,170150,75,5,1,2,2,27,2,1,10,5,2, ,15,7,3, , , ,6,1, ,1,1, , , ,40, ,1,4, , , , , , , , , , , , ,4771,5223,2, ,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,3,2,1,1,40, , , , , , , , , , , ,1, , , , ,423,47,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"80,5714333139023",4,470.0,201,1,1, ,1,5,7,17,1,0,0,170150396301,1701503963010750511,17015039630107505111,1701503963010750510211,202511,11
1,170150,170150,52,1,1,3,1,22,3,10,10,6,2, ,5,7,3, , , ,1,2,90150,2,1, , , ,50, ,1,4, , , , , , , , , , , , ,4530,5223,2, ,3,2,2,2,2,2,2,2,2,2,2,2,0,1,1,3,2,1,1,50, , , , , , , , , , , ,5, , , , ,350,0,2, , , , ,2, ,2, ,2, ,2, ,2, ,2, , , , , , , , , , , , , , ,1,2513,"403,069794153202",4,350.0,"113,333333333333",4,1, ,1,5,7,17,1,0,0,170150340002,1701503400020520110,17015034000205201110,1701503400020520110310,202510,10
